UID,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8619,L55798,L,297.7,308.7,1829,-0.018750184458538297,17,0,0,0,0,0,0
8620,H38033,H,297.6,308.6,1480,0.24207309729310825,19,0,0,0,0,0,0
8621,L55800,L,297.6,308.5,1475,1.265302894934183,24,0,0,0,0,0,0
8622,M23481,M,297.6,308.5,1431,0.23204143261035248,26,0,0,0,0,0,0
8623,L55802,L,297.5,308.3,1437,0.5630863671412888,29,0,0,0,0,0,0
8624,M23483,M,297.5,308.3,1476,-0.028781849141293357,31,0,0,0,0,0,0
8625,H38038,H,297.5,308.4,1490,-0.6507450594721428,34,0,0,0,0,0,0
8626,L55805,L,297.4,308.3,1632,0.9743846191342698,39,0,0,0,0,0,0
8627,L55806,L,297.4,308.2,1402,0.5831496965067996,41,0,0,0,0,0,0
8628,L55807,L,297.4,308.3,1347,-0.9015366765410335,43,0,0,0,0,0,0
8629,L55808,L,297.5,308.4,1747,-0.08897183723782728,45,0,0,0,0,0,0
8630,H38043,H,297.5,308.5,1557,1.746822799706453,47,0,0,0,0,0,0
8631,L55810,L,297.4,308.4,1371,-0.29963679557569567,52,0,0,0,0,0,0
8632,H38045,H,297.3,308.3,1506,-0.45011176581703016,54,0,0,0,0,0,0
8633,L55812,L,297.3,308.3,1590,1.375651206444495,59,0,0,0,0,0,0
8634,L55813,L,297.4,308.3,1336,0.3223264147551537,61,0,0,0,0,0,0
8635,L55814,L,297.3,308.3,1411,-1.272708269802992,63,0,0,0,0,0,0
8636,L55815,L,297.4,308.3,1704,-1.272708269802992,65,0,0,0,0,0,0
8637,L55816,L,297.5,308.4,1723,-0.028781849141293357,67,0,0,0,0,0,0
8638,L55817,L,297.5,308.5,1459,-0.40998510708600777,69,0,0,0,0,0,0
8639,L55818,L,297.6,308.5,1572,1.6063794941478742,71,0,0,0,0,0,0
8640,L55819,L,297.5,308.4,1384,0.7536879961136456,73,0,0,0,0,0,0
8641,L55820,L,297.6,308.6,1383,0.8640363076239577,75,0,0,0,0,0,0
8642,M23501,M,297.6,308.5,1360,-0.33976345430671806,77,0,0,0,0,0,0
8643,M23502,M,297.5,308.4,1596,1.4358411945410283,80,0,0,0,0,0,0
8644,L55823,L,297.5,308.5,1448,-0.17925681938262783,83,0,0,0,0,0,0
8645,M23504,M,297.6,308.5,1443,-0.45011176581703016,85,0,0,0,0,0,0
8646,M23505,M,297.6,308.6,1492,0.3925480675344427,88,0,0,0,0,0,0
8647,L55826,L,297.5,308.6,1497,-0.14916182533436123,91,0,0,0,0,0,0
8648,L55827,L,297.5,308.5,1530,0.6232763552378227,93,0,0,0,0,0,0
8649,M23508,M,297.4,308.4,1478,2.1882160457477005,95,0,0,0,0,0,0
8650,L55829,L,297.4,308.4,1328,-1.2626766051202365,98,0,0,0,0,0,0
8651,H38064,H,297.4,308.3,1771,-0.5002700892308083,100,0,0,0,0,0,0
8652,M23511,M,297.4,308.4,1564,0.15178811514830773,105,0,0,0,0,0,0
8653,H38066,H,297.3,308.3,1461,1.796981123120231,108,0,0,0,0,0,0
8654,M23513,M,297.4,308.3,1335,0.6834663433343559,113,0,0,0,0,0,0
8655,M23514,M,297.4,308.4,1441,2.0678360695546334,116,0,0,0,0,0,0
8656,L55835,L,297.3,308.3,1268,-1.2626766051202365,119,0,0,0,0,0,0
8657,M23516,M,297.3,308.3,1697,0.6032130258723112,121,0,0,0,0,0,0
8658,L55837,L,297.4,308.4,1421,-0.35982678367222964,124,0,0,0,0,0,0
8659,L55838,L,297.4,308.5,1496,1.566252835416852,126,0,0,0,0,0,0
8660,L55839,L,297.5,308.5,1375,1.2151445715204048,128,0,0,0,0,0,0
8661,L55840,L,297.4,308.5,1295,-0.6206500654238761,130,0,0,0,0,0,0
8662,L55841,L,297.4,308.5,1643,-0.30966846025845146,132,0,0,0,0,0,0
8663,L55842,L,297.5,308.6,1514,-1.0620433114651238,134,0,0,0,0,0,0
8664,L55843,L,297.5,308.6,1671,1.8972977699477873,136,0,0,0,0,0,0
8665,H38078,H,297.5,308.6,1355,1.0646696012790704,138,0,0,0,0,0,0
8666,L55845,L,297.6,308.7,1365,0.252104761975864,143,0,0,0,0,0,0
8667,L55846,L,297.5,308.7,1407,0.6132446905550669,145,0,0,0,0,0,0
8668,M23527,M,297.5,308.8,1455,0.5931813611895553,147,0,0,0,0,0,0
8669,L55848,L,297.5,308.8,1502,1.2352079008859156,150,0,0,0,0,0,0
8670,M23529,M,297.5,308.8,1471,-0.9617266646375675,152,0,0,0,0,0,0
8671,L55850,L,297.5,308.9,1581,-0.21938347811365091,155,0,0,0,0,0,0
8672,L55851,L,297.5,308.8,1530,1.034574607230803,157,0,0,0,0,0,0
8673,L55852,L,297.5,308.8,1312,0.2621364266586198,159,0,0,0,0,0,0
8674,L55853,L,297.4,308.6,1494,-1.0921383055133904,161,0,0,0,0,0,0
8675,M23534,M,297.4,308.6,1528,-1.0620433114651238,163,0,0,0,0,0,0
8676,H38089,H,297.3,308.6,1688,0.24207309729310825,166,0,0,0,0,0,0
8677,M23536,M,297.3,308.5,1520,-1.112201634878902,171,0,0,0,0,0,0
8678,M23537,M,297.3,308.5,1664,0.45273805563097663,174,0,0,0,0,0,0
8679,L55858,L,297.3,308.5,1514,1.4258095298582731,177,0,0,0,0,0,0
8680,L55859,L,297.3,308.5,1456,-0.03881351382404913,179,0,0,0,0,0,0
8681,L55860,L,297.2,308.5,1494,-1.0018533233685898,181,0,0,0,0,0,0
8682,L55861,L,297.2,308.4,1605,0.6533713492860893,183,0,0,0,0,0,0
8683,M23542,M,297.2,308.5,1353,0.793814654844668,185,0,0,0,0,0,0
8684,L55863,L,297.2,308.5,1447,0.04143980363799563,188,0,0,0,0,0,0
8685,L55864,L,297.2,308.5,1588,0.14175645046555194,190,0,0,0,0,0,0
8686,H38099,H,297.2,308.5,1524,-0.8413466884444997,192,0,0,0,0,0,0
8687,M23546,M,297.2,308.5,1611,-0.5103017539135641,197,0,0,0,0,0,0
8688,M23547,M,297.2,308.5,1604,0.6934980080171117,200,0,0,0,0,0,0
8689,L55868,L,297.1,308.5,1483,-0.03881351382404913,203,0,0,0,0,0,0
8690,L55869,L,297.1,308.4,1543,0.4427063909482209,205,0,0,0,0,0,0
8691,L55870,L,297.1,308.5,1323,-0.37989011303774045,207,1,1,0,0,0,0
8692,L55871,L,297.1,308.5,1555,-0.811251694396233,0,0,0,0,0,0,0
8693,L55872,L,297.1,308.4,1583,0.0013131449069732513,2,0,0,0,0,0,0
8694,M23553,M,297.2,308.5,1584,-1.4231832400443263,4,0,0,0,0,0,0
8695,L55874,L,297.2,308.5,1766,0.4427063909482209,7,0,0,0,0,0,0
8696,M23555,M,297.2,308.6,1498,0.9844162838170248,9,0,0,0,0,0,0
8697,L55876,L,297.2,308.6,1413,-0.6507450594721428,12,0,0,0,0,0,0
8698,L55877,L,297.3,308.6,1505,0.6232763552378227,14,0,0,0,0,0,0
8699,H38112,H,297.3,308.7,1438,-0.5905550713756088,16,0,0,0,0,0,0
8700,M23559,M,297.3,308.7,1655,0.382516402851687,21,0,0,0,0,0,0
8701,M23560,M,297.3,308.7,1451,-0.159193490017117,24,0,0,0,0,0,0
8702,M23561,M,297.3,308.7,1466,-1.704069851161484,27,0,0,0,0,0,0
8703,L55882,L,297.2,308.6,1774,1.1348912540583593,30,0,0,0,0,0,0
8704,M23563,M,297.2,308.6,1284,0.0013131449069732513,32,0,0,0,0,0,0
8705,L55884,L,297.1,308.5,1425,1.2452395655686714,35,0,0,0,0,0,0
8706,L55885,L,297.2,308.6,1437,1.3054295536652054,37,0,0,0,0,0,0
8707,L55886,L,297.2,308.6,1335,0.17185144451381926,39,0,0,0,0,0,0
8708,L55887,L,297.2,308.5,1471,1.4057462004927617,41,0,0,0,0,0,0
8709,M23568,M,297.2,308.5,1364,-0.44008010113427437,43,0,0,0,0,0,0
8710,L55889,L,297.1,308.5,1578,-0.7911883650307214,46,0,0,0,0,0,0
8711,L55890,L,297.1,308.5,1712,-1.1322649642444131,48,0,0,0,0,0,0
8712,L55891,L,297.1,308.5,1733,-0.7911883650307214,50,0,0,0,0,0,0
8713,L55892,L,297.2,308.6,1652,-1.593721539651172,52,0,0,0,0,0,0
8714,L55893,L,297.2,308.6,1917,0.11166145641728534,54,0,0,0,0,0,0
8715,M23574,M,297.2,308.6,1444,-0.28960513089293993,56,0,0,0,0,0,0
8716,L55895,L,297.1,308.6,1442,-0.8714416824927665,59,0,0,0,0,0,0
8717,M23576,M,297.1,308.6,1717,0.23204143261035248,61,0,0,0,0,0,0
8718,L55897,L,297.1,308.7,1474,-0.06890850787231645,64,0,0,0,0,0,0
8719,L55898,L,297.2,308.7,1509,0.312294750072398,66,0,0,0,0,0,0
8720,L55899,L,297.2,308.8,1451,-0.38992177772049624,68,0,0,0,0,0,0
8721,L55900,L,297.3,308.8,1554,-0.9316316705893005,70,0,0,0,0,0,0
8722,L55901,L,297.2,308.7,1669,1.0446062719135587,72,0,0,0,0,0,0
8723,L55902,L,297.2,308.6,1366,-0.5604600773273423,74,0,0,0,0,0,0
8724,L55903,L,297.2,308.6,1578,-0.09900350192058306,76,0,0,0,0,0,0
8725,M23584,M,297.2,308.6,1513,0.21197810324484165,78,0,0,0,0,0,0
8726,M23585,M,297.1,308.5,1515,-0.7009033828859209,81,0,0,0,0,0,0
8727,L55906,L,297.2,308.6,1562,-0.14916182533436123,84,0,0,0,0,0,0
8728,L55907,L,297.2,308.7,1501,-0.1892884840653836,86,0,0,0,0,0,0
8729,M23588,M,297.2,308.7,1398,1.3856828711272502,88,0,0,0,0,0,0
8730,L55909,L,297.3,308.7,1352,-0.6106184007411204,91,0,0,0,0,0,0
8731,H38144,H,297.3,308.7,1569,0.663403013968845,93,0,0,0,0,0,0
8732,H38145,H,297.2,308.6,1486,-1.64387986306495,98,0,0,0,0,0,0
8733,L55912,L,297.2,308.6,1864,0.45273805563097663,103,0,0,0,0,0,0
8734,M23593,M,297.3,308.7,1447,0.15178811514830773,105,0,0,0,0,0,0
8735,L55914,L,297.2,308.6,1392,0.7637196607964014,108,0,0,0,0,0,0
8736,L55915,L,297.3,308.6,1358,0.021376474272484798,110,0,0,0,0,0,0
8737,L55916,L,297.3,308.7,1491,-0.32973178962396227,112,0,0,0,0,0,0
8738,L55917,L,297.3,308.7,1556,-0.32973178962396227,114,0,0,0,0,0,0
8739,L55918,L,297.3,308.7,1531,-0.23944680747916175,116,0,0,0,0,0,0
8740,H38153,H,297.4,308.7,1429,-0.6106184007411204,118,0,0,0,0,0,0
8741,M23600,M,297.4,308.8,1573,0.12169312110004112,123,0,0,0,0,0,0
8742,L55921,L,297.4,308.8,1538,-0.09900350192058306,126,0,0,0,0,0,0
8743,L55922,L,297.4,308.8,1467,1.1148279246928485,128,0,0,0,0,0,0
8744,H38157,H,297.4,308.7,1323,-1.704069851161484,130,0,0,0,0,0,0
8745,M23604,M,297.4,308.7,1798,0.6333080199205777,135,0,0,0,0,0,0
8746,L55925,L,297.4,308.6,1411,0.45273805563097663,138,0,0,0,0,0,0
8747,L55926,L,297.3,308.5,1528,0.20194643856208588,140,0,0,0,0,0,0
8748,L55927,L,297.3,308.5,1504,-0.03881351382404913,142,0,0,0,0,0,0
8749,L55928,L,297.3,308.5,1384,-1.3629932519477927,144,0,0,0,0,0,0
8750,L55929,L,297.2,308.4,1677,-0.9216000059065448,146,0,0,0,0,0,0
8751,L55930,L,297.3,308.5,1764,0.20194643856208588,148,0,0,0,0,0,0
8752,M23611,M,297.4,308.5,1472,1.5963478294651186,150,0,0,0,0,0,0
8753,M23612,M,297.4,308.5,1465,-0.6908717182031652,153,0,0,0,0,0,0
8754,M23613,M,297.4,308.6,1657,-0.9516949999548118,156,0,0,0,0,0,0
8755,L55934,L,297.4,308.6,1635,-0.811251694396233,159,0,0,0,0,0,0
8756,M23615,M,297.4,308.7,1582,-1.383056581313304,161,0,0,0,0,0,0
8757,L55936,L,297.5,308.7,1761,-0.5103017539135641,164,0,0,0,0,0,0
8758,L55937,L,297.5,308.8,1587,1.3054295536652054,166,0,0,0,0,0,0
8759,M23618,M,297.5,308.7,1446,1.3054295536652054,168,0,0,0,0,0,0
8760,M23619,M,297.5,308.7,1352,0.6433396846033335,171,0,0,0,0,0,0
8761,M23620,M,297.4,308.7,1392,0.9844162838170248,174,0,0,0,0,0,0
8762,L55941,L,297.5,308.8,1417,-1.6037532043339278,177,0,0,0,0,0,0
8763,H38176,H,297.5,308.8,1824,-0.32973178962396227,179,0,0,0,0,0,0
8764,L55943,L,297.5,308.8,1603,-0.6607767241548985,184,0,0,0,0,0,0
8765,L55944,L,297.4,308.8,1620,0.9442896250860024,186,0,0,0,0,0,0
8766,L55945,L,297.4,308.8,1353,1.074701265961826,188,0,0,0,0,0,0
8767,L55946,L,297.5,308.8,1360,1.3555878770789835,190,0,0,0,0,0,0
8768,L55947,L,297.5,308.6,1380,1.3656195417617392,192,0,0,0,0,0,0
8769,M23628,M,297.5,308.7,1363,0.12169312110004112,194,0,0,0,0,0,0
8770,M23629,M,297.4,308.6,1452,-0.7209667122514325,197,0,0,0,0,0,0
8771,L55950,L,297.4,308.6,1680,-0.09900350192058306,200,0,0,0,0,0,0
8772,L55951,L,297.5,308.6,1536,-1.112201634878902,202,0,0,0,0,0,0
8773,L55952,L,297.5,308.6,1621,-0.23944680747916175,0,0,0,0,0,0,0
8774,L55953,L,297.5,308.6,1585,1.1549545834238708,2,0,0,0,0,0,0
8775,M23634,M,297.6,308.7,1408,-0.12909849596884967,4,0,0,0,0,0,0
8776,H38189,H,297.5,308.6,1536,1.265302894934183,7,0,0,0,0,0,0
8777,L55956,L,297.5,308.6,1352,-0.1190668312860946,12,0,0,0,0,0,0
8778,H38191,H,297.5,308.6,1481,0.5028963790447548,14,0,0,0,0,0,0
8779,L55958,L,297.5,308.7,1454,1.1549545834238708,19,0,0,0,0,0,0
8780,M23639,M,297.5,308.6,1349,1.2151445715204048,21,0,0,0,0,0,0
8781,M23640,M,297.5,308.6,1327,0.23204143261035248,24,0,0,0,0,0,0
8782,L55961,L,297.6,308.7,1552,0.4728013849964882,27,0,0,0,0,0,0
8783,L55962,L,297.5,308.7,1456,0.5831496965067996,29,0,0,0,0,0,0
8784,M23643,M,297.6,308.6,1254,0.3323580794379088,31,0,0,0,0,0,0
8785,L55964,L,297.5,308.6,1437,-1.2927715991685031,34,0,0,0,0,0,0
8786,L55965,L,297.5,308.6,1694,1.074701265961826,36,0,0,0,0,0,0
8787,L55966,L,297.5,308.5,1306,-0.991821658685834,38,0,0,0,0,0,0
8788,M23647,M,297.5,308.5,1699,1.3254928830307169,40,0,0,0,0,0,0
8789,L55968,L,297.4,308.5,1369,0.3925480675344427,43,0,0,0,0,0,0
8790,L55969,L,297.4,308.5,1471,0.3925480675344427,45,0,0,0,0,0,0
8791,L55970,L,297.4,308.5,1410,0.5530547024585329,47,0,0,0,0,0,0
8792,M23651,M,297.4,308.5,1412,1.1248595893756042,49,0,0,0,0,0,0
8793,L55972,L,297.4,308.5,1418,-1.4131515753615709,52,0,0,0,0,0,0
8794,L55973,L,297.4,308.5,1782,-0.35982678367222964,54,0,0,0,0,0,0
8795,M23654,M,297.4,308.5,1497,-0.05887684318956068,56,0,0,0,0,0,0
8796,L55975,L,297.3,308.4,1459,-1.623816533699439,59,0,0,0,0,0,0
8797,L55976,L,297.2,308.3,1796,-0.8814733471755224,61,0,0,0,0,0,0
8798,L55977,L,297.2,308.3,1569,0.6734346786516008,63,0,0,0,0,0,0
8799,L55978,L,297.3,308.4,1469,0.13172478578279617,65,0,0,0,0,0,0
8800,L55979,L,297.3,308.4,1472,0.723593002065379,67,0,0,0,0,0,0
8801,L55980,L,297.4,308.5,1475,-0.35982678367222964,69,0,0,0,0,0,0
8802,L55981,L,297.4,308.6,1488,0.312294750072398,71,0,0,0,0,0,0
8803,L55982,L,297.4,308.6,1524,0.8640363076239577,73,0,0,0,0,0,0
8804,L55983,L,297.4,308.5,1486,2.077867734237389,75,0,0,0,0,0,0
8805,M23664,M,297.5,308.6,1255,0.2621364266586198,77,0,0,0,0,0,0
8806,M23665,M,297.4,308.6,1469,-0.570491742010098,80,0,0,0,0,0,0
8807,L55986,L,297.4,308.5,1692,-0.7209667122514325,83,0,0,0,0,0,0
8808,M23667,M,297.4,308.6,1604,0.8138779842101795,85,0,0,0,0,0,0
8809,L55988,L,297.4,308.6,1446,0.3323580794379088,88,0,0,0,0,0,0
8810,L55989,L,297.3,308.5,1503,-0.7209667122514325,90,0,0,0,0,0,0
8811,M23670,M,297.3,308.5,1625,-0.42001677176876356,92,0,0,0,0,0,0
8812,L55991,L,297.2,308.5,1574,0.1919147738793301,95,0,0,0,0,0,0
8813,M23672,M,297.2,308.4,1378,-1.0520116467823681,97,0,0,0,0,0,0
8814,L55993,L,297.1,308.4,1693,1.1248595893756042,100,0,0,0,0,0,0
8815,L55994,L,297.2,308.4,1462,1.506062847320318,102,0,0,0,0,0,0
8816,H38229,H,297.3,308.5,1435,0.5831496965067996,104,0,0,0,0,0,0
8817,M23676,M,297.2,308.5,1425,1.3555878770789835,109,0,0,0,0,0,0
8818,H38231,H,297.3,308.6,1376,0.8038463195274238,112,0,0,0,0,0,0
8819,M23678,M,297.4,308.7,1481,0.8941313016722243,117,0,0,0,0,0,0
8820,H38233,H,297.4,308.7,1349,0.0013131449069732513,120,0,0,0,0,0,0
8821,L56000,L,297.3,308.7,1551,-0.6206500654238761,125,0,0,0,0,0,0
8822,H38235,H,297.4,308.7,1623,0.9743846191342698,127,0,0,0,0,0,0
8823,L56002,L,297.4,308.8,1462,1.746822799706453,132,0,0,0,0,0,0
8824,M23683,M,297.3,308.8,1447,-1.5535948809201496,134,0,0,0,0,0,0
8825,M23684,M,297.3,308.9,1799,0.13172478578279617,137,0,0,0,0,0,0
8826,M23685,M,297.3,308.8,1548,0.793814654844668,140,0,0,0,0,0,0
8827,M23686,M,297.2,308.8,1485,0.9944479484997806,143,0,0,0,0,0,0
8828,L56007,L,297.2,308.7,1463,-0.42001677176876356,146,0,0,0,0,0,0
8829,L56008,L,297.3,308.7,1587,0.4126113968999543,148,0,0,0,0,0,0
8830,M23689,M,297.3,308.8,1469,0.28219975602413067,150,0,0,0,0,0,0
8831,H38244,H,297.3,308.7,1430,-1.32286659321677,153,0,0,0,0,0,0
8832,H38245,H,297.4,308.7,1726,-0.5905550713756088,158,0,0,0,0,0,0
8833,L56012,L,297.4,308.8,1651,0.13172478578279617,163,0,0,0,0,0,0
8834,L56013,L,297.4,308.8,1529,0.6232763552378227,165,0,0,0,0,0,0
8835,L56014,L,297.4,308.8,1473,1.3555878770789835,167,0,0,0,0,0,0
8836,H38249,H,297.4,308.8,1324,-1.1222332995616573,169,0,0,0,0,0,0
8837,L56016,L,297.4,308.9,1708,-0.14916182533436123,174,0,0,0,0,0,0
8838,M23697,M,297.5,309.1,1540,1.4759678532720513,176,0,0,0,0,0,0
8839,L56018,L,297.5,309.0,1320,-0.09900350192058306,179,0,0,0,0,0,0
8840,M23699,M,297.4,308.9,1376,-0.29963679557569567,181,0,0,0,0,0,0
8841,M23700,M,297.3,308.7,1542,-0.06890850787231645,184,0,0,0,0,0,0
8842,L56021,L,297.3,308.7,1506,0.3624530734861761,187,0,0,0,0,0,0
8843,L56022,L,297.3,308.7,1492,-0.1993201487481394,189,0,0,0,0,0,0
8844,H38257,H,297.3,308.8,1564,-0.9216000059065448,191,0,0,0,0,0,0
8845,H38258,H,297.4,308.9,1645,1.917361099313299,196,0,0,0,0,0,0
8846,M23705,M,297.4,308.9,1348,2.2484060338442347,201,0,0,0,0,0,0
8847,M23706,M,297.4,308.8,1325,0.3524214088034203,204,1,1,0,0,1,0
8848,L56027,L,297.5,308.9,1443,0.4828330496792433,0,0,0,0,0,0,0
8849,M23708,M,297.5,308.9,1436,-0.9316316705893005,2,0,0,0,0,0,0
8850,L56029,L,297.5,308.9,1596,0.3223264147551537,5,0,0,0,0,0,0
8851,L56030,L,297.6,309.0,1491,-0.49023842454805255,7,0,0,0,0,0,0
8852,M23711,M,297.7,308.9,1573,-0.008718519775782523,9,0,0,0,0,0,0
8853,L56032,L,297.7,308.9,1575,0.11166145641728534,12,0,0,0,0,0,0
8854,L56033,L,297.7,308.9,1458,0.18188310919657433,14,0,0,0,0,0,0
8855,M23714,M,297.7,309.0,1433,-1.1924549523409467,16,0,0,0,0,0,0
8856,L56035,L,297.7,308.9,1662,2.3788176747200582,19,0,0,0,0,0,0
8857,M23716,M,297.7,308.9,1327,-1.3730249166305482,21,0,0,0,0,0,0
8858,L56037,L,297.7,308.9,1742,-0.6507450594721428,24,0,0,0,0,0,0
8859,L56038,L,297.8,308.9,1506,0.4427063909482209,26,0,0,0,0,0,0
8860,L56039,L,297.9,309.1,1457,-0.26954180152742907,28,0,0,0,0,0,0
8861,M23720,M,297.9,309.1,1488,-0.530365083279075,30,0,0,0,0,0,0
8862,L56041,L,297.9,309.1,1619,0.17185144451381926,33,0,0,0,0,0,0
8863,M23722,M,298.0,309.2,1558,-1.1322649642444131,35,0,0,0,0,0,0
8864,L56043,L,298.0,309.2,1731,-0.5203334185963199,38,0,0,0,0,0,0
8865,M23724,M,298.0,309.1,1574,0.9844162838170248,40,0,0,0,0,0,0
8866,L56045,L,297.9,309.0,1290,-0.03881351382404913,43,0,0,0,0,0,0
8867,H38280,H,297.9,308.9,1416,0.1919147738793301,45,0,0,0,0,0,0
8868,L56047,L,297.9,308.9,1566,0.6533713492860893,50,0,0,0,0,0,0
8869,L56048,L,297.9,309.0,1456,-0.24947847216191754,52,0,0,0,0,0,0
8870,L56049,L,297.9,309.0,1528,0.964352954451514,54,0,0,0,0,0,0
8871,M23730,M,297.9,309.1,1338,-0.07894017255507152,56,0,0,0,0,0,0
8872,M23731,M,297.9,309.1,1558,-0.1892884840653836,59,0,0,0,0,0,0
8873,M23732,M,297.9,309.1,1614,-0.35982678367222964,62,0,0,0,0,0,0
8874,H38287,H,298.0,309.1,1557,0.5329913730930215,65,0,0,0,0,0,0
8875,L56054,L,298.1,309.3,1443,1.1047962600100927,70,0,0,0,0,0,0
8876,H38289,H,298.1,309.3,1332,-1.4833732281408603,72,0,0,0,0,0,0
8877,M23736,M,298.1,309.3,1752,0.5831496965067996,77,0,0,0,0,0,0
8878,M23737,M,298.1,309.2,1460,-1.3128349285340146,80,0,0,0,0,0,0
8879,L56058,L,298.1,309.2,1802,-0.04884517850680491,83,0,0,0,0,0,0
8880,L56059,L,298.0,309.2,1527,-0.018750184458538297,85,0,0,0,0,0,0
8881,L56060,L,298.0,309.2,1458,-0.20935181343089515,87,0,0,0,0,0,0
8882,H38295,H,298.0,309.2,1520,0.9743846191342698,89,0,0,0,0,0,0
8883,L56062,L,298.0,309.2,1378,-0.1892884840653836,94,0,0,0,0,0,0
8884,M23743,M,297.9,309.2,1529,-0.7610933709824549,96,0,0,0,0,0,0
8885,L56064,L,298.0,309.2,1527,0.2922314207068864,99,0,0,0,0,0,0
8886,M23745,M,298.0,309.2,1438,-0.32973178962396227,101,0,0,0,0,0,0
8887,L56066,L,297.9,309.0,1583,-0.23944680747916175,104,0,0,0,0,0,0
8888,L56067,L,297.8,308.9,1530,-0.08897183723782728,106,0,0,0,0,0,0
8889,M23748,M,297.7,308.9,1530,-2.0953047737889534,108,0,0,0,0,0,0
8890,M23749,M,297.7,308.8,2089,-0.5805234066928531,111,0,0,0,0,0,0
8891,L56070,L,297.7,308.8,1616,-1.1723916229754356,114,0,0,0,0,0,0
8892,M23751,M,297.7,308.9,1681,0.3022630853896422,116,0,0,0,0,0,0
8893,L56072,L,297.6,308.8,1475,0.6533713492860893,119,0,0,0,0,0,0
8894,L56073,L,297.5,308.7,1371,-0.1993201487481394,121,0,0,0,0,0,0
8895,M23754,M,297.5,308.7,1546,0.011344809589729025,123,0,0,0,0,0,0
8896,H38309,H,297.4,308.6,1461,-0.811251694396233,126,0,0,0,0,0,0
8897,L56076,L,297.4,308.7,1638,-0.44008010113427437,131,0,0,0,0,0,0
8898,M23757,M,297.3,308.7,1577,-0.12909849596884967,133,0,0,0,0,0,0
8899,L56078,L,297.4,308.6,1532,-1.2325816110719694,136,0,0,0,0,0,0
8900,M23759,M,297.3,308.5,1710,-1.0620433114651238,138,0,0,0,0,0,0
8901,M23760,M,297.3,308.6,1584,1.014511277865292,141,0,0,0,0,0,0
8902,L56081,L,297.3,308.6,1446,0.6333080199205777,144,0,0,0,0,0,0
8903,H38316,H,297.4,308.7,1522,0.9944479484997806,146,0,0,0,0,0,0
8904,M23763,M,297.4,308.7,1382,-0.17925681938262783,151,0,0,0,0,0,0
8905,L56084,L,297.4,308.7,1584,1.5261261766858294,154,0,0,0,0,0,0
8906,L56085,L,297.3,308.6,1385,-0.5604600773273423,156,0,0,0,0,0,0
8907,L56086,L,297.3,308.7,1592,0.3724847381689319,158,0,0,0,0,0,0
8908,M23767,M,297.2,308.6,1404,0.4326747262654651,160,0,0,0,0,0,0
8909,L56088,L,297.2,308.5,1518,0.04143980363799563,163,0,0,0,0,0,0
8910,L56089,L,297.1,308.4,1529,-0.29963679557569567,165,0,0,0,0,0,0
8911,L56090,L,297.1,308.4,1550,-1.623816533699439,167,0,0,0,0,0,0
8912,L56091,L,297.1,308.3,1773,0.3724847381689319,169,0,0,0,0,0,0
8913,L56092,L,297.2,308.5,1446,0.6934980080171117,171,0,0,0,0,0,0
8914,M23773,M,297.2,308.5,1487,0.9342579604032467,173,0,0,0,0,0,0
8915,M23774,M,297.3,308.5,1524,1.4157778651755175,176,0,0,0,0,0,0
8916,L56095,L,297.1,308.3,1403,-2.436381373002645,179,0,0,0,0,0,0
8917,L56096,L,297.1,308.2,2267,-0.20935181343089515,181,0,0,0,0,0,0
8918,M23777,M,297.1,308.2,1529,1.1248595893756042,183,0,0,0,0,0,0
8919,L56098,L,297.1,308.2,1402,-1.2024866170237025,186,0,0,0,0,0,0
8920,L56099,L,297.2,308.3,1693,0.5831496965067996,188,0,0,0,0,0,0
8921,L56100,L,297.1,308.3,1496,-0.6708083888376544,190,0,0,0,0,0,0
8922,L56101,L,297.1,308.1,1633,0.2621364266586198,192,0,0,0,0,0,0
8923,L56102,L,297.1,308.2,1399,0.5329913730930215,194,0,0,0,0,0,0
8924,M23783,M,297.0,308.1,1363,0.2220097679275974,196,0,0,0,0,0,0
8925,H38338,H,297.1,308.2,1527,0.252104761975864,199,0,0,0,0,0,0
8926,M23785,M,297.2,308.2,1405,1.9675194227270771,204,0,0,0,0,0,0
8927,M23786,M,297.3,308.3,1459,-1.5034365575063715,207,1,0,0,1,1,0
8928,M23787,M,297.4,308.4,1789,0.15178811514830773,210,0,0,0,0,0,0
8929,L56108,L,297.4,308.4,1531,-0.42001677176876356,213,0,0,0,0,0,0
8930,M23789,M,297.4,308.4,1620,-0.05887684318956068,215,0,0,0,0,0,0
8931,L56110,L,297.4,308.4,1571,-0.008718519775782523,0,0,0,0,0,0,0
8932,L56111,L,297.4,308.4,1434,0.3624530734861761,2,0,0,0,0,0,0
8933,L56112,L,297.4,308.4,1474,0.17185144451381926,4,0,0,0,0,0,0
8934,M23793,M,297.3,308.3,1544,-0.43004843645151863,6,0,0,0,0,0,0
8935,L56114,L,297.3,308.2,1601,-1.3128349285340146,9,0,0,0,0,0,0
8936,L56115,L,297.4,308.3,1801,0.20194643856208588,11,0,0,0,0,0,0
8937,L56116,L,297.4,308.3,1465,1.265302894934183,13,0,0,0,0,0,0
8938,M23797,M,297.4,308.4,1340,0.10162979173452956,15,0,0,0,0,0,0
8939,M23798,M,297.4,308.4,1517,0.4828330496792433,18,0,0,0,0,0,0
